id,intent,colloquial_query,canonical_query,rewrite_suggestion,slots,ontology_terms,source_hint,quality
INSQ001936,POLICY_VALIDITY,鑫享nianjin2023版跟以前版本在犹豫期上有什么差异？,鑫享年金2023版与其他版本在犹豫期上有什么差异？,鑫享年金2023版与其他版本在犹豫期上有什么差异？,"{""product_name"": ""鑫享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2023"", ""field"": ""犹豫期"", ""benefit_type"": ""红利/分红""}","[""养老/年金"", ""红利/分红"", ""犹豫期""]",鑫享年金,from_filename+limited_pdf
INSQ001937,POLICY_VALIDITY,鑫享年津2023版跟以前版本在犹豫期上有什么差异？,鑫享年金2023版与其他版本在犹豫期上有什么差异？,鑫享年金2023版与其他版本在犹豫期上有什么差异？,"{""product_name"": ""鑫享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2023"", ""field"": ""犹豫期"", ""benefit_type"": ""红利/分红""}","[""养老/年金"", ""红利/分红"", ""犹豫期""]",鑫享年金,from_filename+limited_pdf
INSQ001938,POLICY_VALIDITY,能不能鑫享年金2023版跟以前版本在犹豫期上有什么差异？,鑫享年金2023版与其他版本在犹豫期上有什么差异？,鑫享年金2023版与其他版本在犹豫期上有什么差异？,"{""product_name"": ""鑫享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2023"", ""field"": ""犹豫期"", ""benefit_type"": ""红利/分红""}","[""养老/年金"", ""红利/分红"", ""犹豫期""]",鑫享年金,from_filename+limited_pdf
INSQ001942,POLICY_VALIDITY,想了解下如意终寿版跟以前版本在保额上有什么差异？,如意终身寿险版与其他版本在保险金额上有什么差异？,如意终身寿险版与其他版本在保险金额上有什么差异？,"{""product_name"": ""如意终身寿险"", ""product_line"": ""终身寿险"", ""version_year"": """", ""field"": ""保险金额"", ""benefit_type"": ""意外保障""}","[""终身寿险"", ""意外保障"", ""保险金额""]",如意终身寿险,from_filename+limited_pdf
INSQ001943,POLICY_VALIDITY,有没有如意终身寿险版跟以前版本在保险金额上有什么差异？,如意终身寿险版与其他版本在保险金额上有什么差异？,如意终身寿险版与其他版本在保险金额上有什么差异？,"{""product_name"": ""如意终身寿险"", ""product_line"": ""终身寿险"", ""version_year"": """", ""field"": ""保险金额"", ""benefit_type"": ""意外保障""}","[""终身寿险"", ""意外保障"", ""保险金额""]",如意终身寿险,from_filename+limited_pdf
INSQ001944,POLICY_VALIDITY,想了解下如意寿险版跟以前版本在保险金额上有什么差异？？ 谢谢,如意终身寿险版与其他版本在保险金额上有什么差异？,如意终身寿险版与其他版本在保险金额上有什么差异？,"{""product_name"": ""如意终身寿险"", ""product_line"": ""终身寿险"", ""version_year"": """", ""field"": ""保险金额"", ""benefit_type"": ""意外保障""}","[""终身寿险"", ""意外保障"", ""保险金额""]",如意终身寿险,from_filename+limited_pdf
INSQ001945,POLICY_VALIDITY,我想问问利安安鑫慧享终寿分红型2024版跟以前版本在投保年龄上有什么差异？？,利安安鑫慧享终身寿险分红型2024版与其他版本在投保年龄上有什么差异？,利安安鑫慧享终身寿险分红型2024版与其他版本在投保年龄上有什么差异？,"{""product_name"": ""利安安鑫慧享终身寿险分红型"", ""product_line"": ""终身寿险"", ""version_year"": ""2024"", ""field"": ""投保年龄"", ""benefit_type"": ""红利/分红""}","[""终身寿险"", ""红利/分红"", ""投保年龄""]",利安安鑫慧享终身寿险分红型,from_filename+limited_pdf
INSQ001946,POLICY_VALIDITY,看看利安安鑫慧享终身寿险分红型2024版跟以前版本在投保年龄上有什么差异？,利安安鑫慧享终身寿险分红型2024版与其他版本在投保年龄上有什么差异？,利安安鑫慧享终身寿险分红型2024版与其他版本在投保年龄上有什么差异？,"{""product_name"": ""利安安鑫慧享终身寿险分红型"", ""product_line"": ""终身寿险"", ""version_year"": ""2024"", ""field"": ""投保年龄"", ""benefit_type"": ""红利/分红""}","[""终身寿险"", ""红利/分红"", ""投保年龄""]",利安安鑫慧享终身寿险分红型,from_filename+limited_pdf
INSQ001947,POLICY_VALIDITY,有没有利安安鑫慧享终身寿险分红型2024版跟以前版本在年龄限制上有什么差异？,利安安鑫慧享终身寿险分红型2024版与其他版本在投保年龄上有什么差异？,利安安鑫慧享终身寿险分红型2024版与其他版本在投保年龄上有什么差异？,"{""product_name"": ""利安安鑫慧享终身寿险分红型"", ""product_line"": ""终身寿险"", ""version_year"": ""2024"", ""field"": ""投保年龄"", ""benefit_type"": ""红利/分红""}","[""终身寿险"", ""红利/分红"", ""投保年龄""]",利安安鑫慧享终身寿险分红型,from_filename+limited_pdf
INSQ001948,POLICY_VALIDITY,看看颐养增额终身寿险2023版跟以前版本在年龄限制上有什么差异？ 尽量说人话,颐养增额终身寿险2023版与其他版本在投保年龄上有什么差异？,颐养增额终身寿险2023版与其他版本在投保年龄上有什么差异？,"{""product_name"": ""颐养增额终身寿险"", ""product_line"": ""增额终身寿险"", ""version_year"": ""2023"", ""field"": ""投保年龄"", ""benefit_type"": ""年金领取""}","[""增额终身寿险"", ""年金领取"", ""投保年龄""]",颐养增额终身寿险,from_filename+limited_pdf
INSQ001949,POLICY_VALIDITY,我想问问颐养增额终身寿险2023版跟以前版本在投保年龄上有什么差异？,颐养增额终身寿险2023版与其他版本在投保年龄上有什么差异？,颐养增额终身寿险2023版与其他版本在投保年龄上有什么差异？,"{""product_name"": ""颐养增额终身寿险"", ""product_line"": ""增额终身寿险"", ""version_year"": ""2023"", ""field"": ""投保年龄"", ""benefit_type"": ""年金领取""}","[""增额终身寿险"", ""年金领取"", ""投保年龄""]",颐养增额终身寿险,from_filename+limited_pdf
INSQ001950,POLICY_VALIDITY,我想问问颐养增额2023版跟以前版本在投宝年龄上有什么差异？,颐养增额终身寿险2023版与其他版本在投保年龄上有什么差异？,颐养增额终身寿险2023版与其他版本在投保年龄上有什么差异？,"{""product_name"": ""颐养增额终身寿险"", ""product_line"": ""增额终身寿险"", ""version_year"": ""2023"", ""field"": ""投保年龄"", ""benefit_type"": ""年金领取""}","[""增额终身寿险"", ""年金领取"", ""投保年龄""]",颐养增额终身寿险,from_filename+limited_pdf
INSQ001957,POLICY_VALIDITY,臻享年金2023版跟以前版本在可投年龄上有什么差异？,臻享年金2023版与其他版本在投保年龄上有什么差异？,臻享年金2023版与其他版本在投保年龄上有什么差异？,"{""product_name"": ""臻享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2023"", ""field"": ""投保年龄"", ""benefit_type"": ""生存金短期返还(≤5年)""}","[""养老/年金"", ""生存金短期返还(≤5年)"", ""投保年龄""]",臻享年金,from_filename+limited_pdf
INSQ001958,POLICY_VALIDITY,有没有臻享年金2023版跟以前版本在投保年龄上有什么差异？？ 要简单点,臻享年金2023版与其他版本在投保年龄上有什么差异？,臻享年金2023版与其他版本在投保年龄上有什么差异？,"{""product_name"": ""臻享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2023"", ""field"": ""投保年龄"", ""benefit_type"": ""生存金短期返还(≤5年)""}","[""养老/年金"", ""生存金短期返还(≤5年)"", ""投保年龄""]",臻享年金,from_filename+limited_pdf
INSQ001959,POLICY_VALIDITY,看看臻享年津2023版跟以前版本在年龄范围上有什么差异？,臻享年金2023版与其他版本在投保年龄上有什么差异？,臻享年金2023版与其他版本在投保年龄上有什么差异？,"{""product_name"": ""臻享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2023"", ""field"": ""投保年龄"", ""benefit_type"": ""生存金短期返还(≤5年)""}","[""养老/年金"", ""生存金短期返还(≤5年)"", ""投保年龄""]",臻享年金,from_filename+limited_pdf
INSQ001963,POLICY_VALIDITY,请问利安鑫利来金瑜版终身寿版跟以前版本在里赔流程上有什么差异？,利安鑫利来金瑜版终身寿险版与其他版本在理赔流程上有什么差异？,利安鑫利来金瑜版终身寿险版与其他版本在理赔流程上有什么差异？,"{""product_name"": ""利安鑫利来金瑜版终身寿险"", ""product_line"": ""终身寿险"", ""version_year"": """", ""field"": ""理赔流程"", ""benefit_type"": ""红利/分红""}","[""终身寿险"", ""红利/分红"", ""理赔流程""]",利安鑫利来金瑜版终身寿险,from_filename+limited_pdf
INSQ001964,POLICY_VALIDITY,利安鑫利来金瑜版终身寿险版跟以前版本在里赔流程上有什么差异？ 谢谢,利安鑫利来金瑜版终身寿险版与其他版本在理赔流程上有什么差异？,利安鑫利来金瑜版终身寿险版与其他版本在理赔流程上有什么差异？,"{""product_name"": ""利安鑫利来金瑜版终身寿险"", ""product_line"": ""终身寿险"", ""version_year"": """", ""field"": ""理赔流程"", ""benefit_type"": ""红利/分红""}","[""终身寿险"", ""红利/分红"", ""理赔流程""]",利安鑫利来金瑜版终身寿险,from_filename+limited_pdf
INSQ001965,POLICY_VALIDITY,有没有利安鑫利来金瑜版终身寿险版跟以前版本在如何里赔上有什么差异？,利安鑫利来金瑜版终身寿险版与其他版本在理赔流程上有什么差异？,利安鑫利来金瑜版终身寿险版与其他版本在理赔流程上有什么差异？,"{""product_name"": ""利安鑫利来金瑜版终身寿险"", ""product_line"": ""终身寿险"", ""version_year"": """", ""field"": ""理赔流程"", ""benefit_type"": ""红利/分红""}","[""终身寿险"", ""红利/分红"", ""理赔流程""]",利安鑫利来金瑜版终身寿险,from_filename+limited_pdf
INSQ001966,POLICY_VALIDITY,看看鑫享年津2024版跟以前版本在犹豫期上有什么差异？？,鑫享年金2024版与其他版本在犹豫期上有什么差异？,鑫享年金2024版与其他版本在犹豫期上有什么差异？,"{""product_name"": ""鑫享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2024"", ""field"": ""犹豫期"", ""benefit_type"": ""保费豁免""}","[""养老/年金"", ""保费豁免"", ""犹豫期""]",鑫享年金,from_filename+limited_pdf
INSQ001967,POLICY_VALIDITY,有没有鑫享年津2024版跟以前版本在冷静期上有什么差异？,鑫享年金2024版与其他版本在犹豫期上有什么差异？,鑫享年金2024版与其他版本在犹豫期上有什么差异？,"{""product_name"": ""鑫享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2024"", ""field"": ""犹豫期"", ""benefit_type"": ""保费豁免""}","[""养老/年金"", ""保费豁免"", ""犹豫期""]",鑫享年金,from_filename+limited_pdf
INSQ001968,POLICY_VALIDITY,请问鑫享年津2024版跟以前版本在犹豫期上有什么差异？,鑫享年金2024版与其他版本在犹豫期上有什么差异？,鑫享年金2024版与其他版本在犹豫期上有什么差异？,"{""product_name"": ""鑫享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2024"", ""field"": ""犹豫期"", ""benefit_type"": ""保费豁免""}","[""养老/年金"", ""保费豁免"", ""犹豫期""]",鑫享年金,from_filename+limited_pdf
INSQ001975,POLICY_VALIDITY,请问利安鑫利来金瑜版终身寿险版跟以前版本在职业等级上有什么差异？,利安鑫利来金瑜版终身寿险版与其他版本在职业类别上有什么差异？,利安鑫利来金瑜版终身寿险版与其他版本在职业类别上有什么差异？,"{""product_name"": ""利安鑫利来金瑜版终身寿险"", ""product_line"": ""终身寿险"", ""version_year"": """", ""field"": ""职业类别"", ""benefit_type"": ""现金价值""}","[""终身寿险"", ""现金价值"", ""职业类别""]",利安鑫利来金瑜版终身寿险,from_filename+limited_pdf
INSQ001976,POLICY_VALIDITY,能不能利安鑫利来金瑜版终身寿版跟以前版本在职业类别上有什么差异？,利安鑫利来金瑜版终身寿险版与其他版本在职业类别上有什么差异？,利安鑫利来金瑜版终身寿险版与其他版本在职业类别上有什么差异？,"{""product_name"": ""利安鑫利来金瑜版终身寿险"", ""product_line"": ""终身寿险"", ""version_year"": """", ""field"": ""职业类别"", ""benefit_type"": ""现金价值""}","[""终身寿险"", ""现金价值"", ""职业类别""]",利安鑫利来金瑜版终身寿险,from_filename+limited_pdf
INSQ001977,POLICY_VALIDITY,想了解下利安鑫利来金瑜版终寿版跟以前版本在职业等级上有什么差异？,利安鑫利来金瑜版终身寿险版与其他版本在职业类别上有什么差异？,利安鑫利来金瑜版终身寿险版与其他版本在职业类别上有什么差异？,"{""product_name"": ""利安鑫利来金瑜版终身寿险"", ""product_line"": ""终身寿险"", ""version_year"": """", ""field"": ""职业类别"", ""benefit_type"": ""现金价值""}","[""终身寿险"", ""现金价值"", ""职业类别""]",利安鑫利来金瑜版终身寿险,from_filename+limited_pdf
INSQ001978,POLICY_VALIDITY,我想问问福泽年金保险2023版跟以前版本在费率上有什么差异？,福泽年金保险2023版与其他版本在保费/费率上有什么差异？,福泽年金保险2023版与其他版本在保费/费率上有什么差异？,"{""product_name"": ""福泽年金保险"", ""product_line"": ""养老/年金"", ""version_year"": ""2023"", ""field"": ""保费/费率"", ""benefit_type"": ""红利/分红""}","[""养老/年金"", ""红利/分红"", ""保费/费率""]",福泽年金保险,from_filename+limited_pdf
INSQ001979,POLICY_VALIDITY,我想问问福泽年金保险2023版跟以前版本在保费/费率上有什么差异？？,福泽年金保险2023版与其他版本在保费/费率上有什么差异？,福泽年金保险2023版与其他版本在保费/费率上有什么差异？,"{""product_name"": ""福泽年金保险"", ""product_line"": ""养老/年金"", ""version_year"": ""2023"", ""field"": ""保费/费率"", ""benefit_type"": ""红利/分红""}","[""养老/年金"", ""红利/分红"", ""保费/费率""]",福泽年金保险,from_filename+limited_pdf
INSQ001980,POLICY_VALIDITY,请问福泽年津保险2023版跟以前版本在保费/费率上有什么差异？,福泽年金保险2023版与其他版本在保费/费率上有什么差异？,福泽年金保险2023版与其他版本在保费/费率上有什么差异？,"{""product_name"": ""福泽年金保险"", ""product_line"": ""养老/年金"", ""version_year"": ""2023"", ""field"": ""保费/费率"", ""benefit_type"": ""红利/分红""}","[""养老/年金"", ""红利/分红"", ""保费/费率""]",福泽年金保险,from_filename+limited_pdf
INSQ001981,POLICY_VALIDITY,请问连客优养老护理保险版跟以前版本在保险金额上有什么差异？？ 给业务能懂的说法,连客优养老护理保险版与其他版本在保险金额上有什么差异？,连客优养老护理保险版与其他版本在保险金额上有什么差异？,"{""product_name"": ""连客优养老护理保险"", ""product_line"": ""养老/年金"", ""version_year"": """", ""field"": ""保险金额"", ""benefit_type"": ""重疾保障""}","[""养老/年金"", ""重疾保障"", ""保险金额""]",连客优养老护理保险,from_filename+limited_pdf
INSQ001982,POLICY_VALIDITY,想了解下连客优养老护理保险版跟以前版本在保险金额上有什么差异？？ 给业务能懂的说法,连客优养老护理保险版与其他版本在保险金额上有什么差异？,连客优养老护理保险版与其他版本在保险金额上有什么差异？,"{""product_name"": ""连客优养老护理保险"", ""product_line"": ""养老/年金"", ""version_year"": """", ""field"": ""保险金额"", ""benefit_type"": ""重疾保障""}","[""养老/年金"", ""重疾保障"", ""保险金额""]",连客优养老护理保险,from_filename+limited_pdf
INSQ001983,POLICY_VALIDITY,我想问问连客优养老长期护理版跟以前版本在保险金额上有什么差异？,连客优养老护理保险版与其他版本在保险金额上有什么差异？,连客优养老护理保险版与其他版本在保险金额上有什么差异？,"{""product_name"": ""连客优养老护理保险"", ""product_line"": ""养老/年金"", ""version_year"": """", ""field"": ""保险金额"", ""benefit_type"": ""重疾保障""}","[""养老/年金"", ""重疾保障"", ""保险金额""]",连客优养老护理保险,from_filename+limited_pdf
INSQ001984,POLICY_VALIDITY,能不能福泽年津保险版跟以前版本在保险金额上有什么差异？,福泽年金保险版与其他版本在保险金额上有什么差异？,福泽年金保险版与其他版本在保险金额上有什么差异？,"{""product_name"": ""福泽年金保险"", ""product_line"": ""养老/年金"", ""version_year"": """", ""field"": ""保险金额"", ""benefit_type"": ""年金领取""}","[""养老/年金"", ""年金领取"", ""保险金额""]",福泽年金保险,from_filename+limited_pdf
INSQ001985,POLICY_VALIDITY,福泽年金保险版跟以前版本在保险金额上有什么差异？,福泽年金保险版与其他版本在保险金额上有什么差异？,福泽年金保险版与其他版本在保险金额上有什么差异？,"{""product_name"": ""福泽年金保险"", ""product_line"": ""养老/年金"", ""version_year"": """", ""field"": ""保险金额"", ""benefit_type"": ""年金领取""}","[""养老/年金"", ""年金领取"", ""保险金额""]",福泽年金保险,from_filename+limited_pdf
INSQ001986,POLICY_VALIDITY,福泽年津保险版跟以前版本在保额上有什么差异？ 急用,福泽年金保险版与其他版本在保险金额上有什么差异？,福泽年金保险版与其他版本在保险金额上有什么差异？,"{""product_name"": ""福泽年金保险"", ""product_line"": ""养老/年金"", ""version_year"": """", ""field"": ""保险金额"", ""benefit_type"": ""年金领取""}","[""养老/年金"", ""年金领取"", ""保险金额""]",福泽年金保险,from_filename+limited_pdf
INSQ001987,POLICY_VALIDITY,麻烦帮我查查连客优yanglao护理保险2022版跟以前版本在等待期上有什么差异？,连客优养老护理保险2022版与其他版本在等待期上有什么差异？,连客优养老护理保险2022版与其他版本在等待期上有什么差异？,"{""product_name"": ""连客优养老护理保险"", ""product_line"": ""养老/年金"", ""version_year"": ""2022"", ""field"": ""等待期"", ""benefit_type"": ""现金价值""}","[""养老/年金"", ""现金价值"", ""等待期""]",连客优养老护理保险,from_filename+limited_pdf
INSQ001988,POLICY_VALIDITY,能不能连客优养老护理保险2022版跟以前版本在等待期上有什么差异？,连客优养老护理保险2022版与其他版本在等待期上有什么差异？,连客优养老护理保险2022版与其他版本在等待期上有什么差异？,"{""product_name"": ""连客优养老护理保险"", ""product_line"": ""养老/年金"", ""version_year"": ""2022"", ""field"": ""等待期"", ""benefit_type"": ""现金价值""}","[""养老/年金"", ""现金价值"", ""等待期""]",连客优养老护理保险,from_filename+limited_pdf
INSQ001989,POLICY_VALIDITY,我想问问连客优yanglao护理2022版跟以前版本在等待期上有什么差异？,连客优养老护理保险2022版与其他版本在等待期上有什么差异？,连客优养老护理保险2022版与其他版本在等待期上有什么差异？,"{""product_name"": ""连客优养老护理保险"", ""product_line"": ""养老/年金"", ""version_year"": ""2022"", ""field"": ""等待期"", ""benefit_type"": ""现金价值""}","[""养老/年金"", ""现金价值"", ""等待期""]",连客优养老护理保险,from_filename+limited_pdf
INSQ001993,POLICY_VALIDITY,有没有连客优养老护理保险2022版跟以前版本在缴费年期上有什么差异？,连客优养老护理保险2022版与其他版本在交费年期上有什么差异？,连客优养老护理保险2022版与其他版本在交费年期上有什么差异？,"{""product_name"": ""连客优养老护理保险"", ""product_line"": ""养老/年金"", ""version_year"": ""2022"", ""field"": ""交费年期"", ""benefit_type"": ""保费豁免""}","[""养老/年金"", ""保费豁免"", ""交费年期""]",连客优养老护理保险,from_filename+limited_pdf
INSQ001994,POLICY_VALIDITY,想了解下连客优养老护理保险2022版跟以前版本在交费年期上有什么差异？？ 谢谢,连客优养老护理保险2022版与其他版本在交费年期上有什么差异？,连客优养老护理保险2022版与其他版本在交费年期上有什么差异？,"{""product_name"": ""连客优养老护理保险"", ""product_line"": ""养老/年金"", ""version_year"": ""2022"", ""field"": ""交费年期"", ""benefit_type"": ""保费豁免""}","[""养老/年金"", ""保费豁免"", ""交费年期""]",连客优养老护理保险,from_filename+limited_pdf
INSQ001995,POLICY_VALIDITY,麻烦帮我查查连客优养老护理保险2022版跟以前版本在交费年期上有什么差异？？ 要简单点,连客优养老护理保险2022版与其他版本在交费年期上有什么差异？,连客优养老护理保险2022版与其他版本在交费年期上有什么差异？,"{""product_name"": ""连客优养老护理保险"", ""product_line"": ""养老/年金"", ""version_year"": ""2022"", ""field"": ""交费年期"", ""benefit_type"": ""保费豁免""}","[""养老/年金"", ""保费豁免"", ""交费年期""]",连客优养老护理保险,from_filename+limited_pdf
INSQ001996,POLICY_VALIDITY,连客优养老长护险2023版跟以前版本在怎么赔上有什么差异？？,连客优养老护理保险2023版与其他版本在理赔流程上有什么差异？,连客优养老护理保险2023版与其他版本在理赔流程上有什么差异？,"{""product_name"": ""连客优养老护理保险"", ""product_line"": ""养老/年金"", ""version_year"": ""2023"", ""field"": ""理赔流程"", ""benefit_type"": ""生存金短期返还(≤5年)""}","[""养老/年金"", ""生存金短期返还(≤5年)"", ""理赔流程""]",连客优养老护理保险,from_filename+limited_pdf
INSQ001997,POLICY_VALIDITY,能不能连客优养老护理保险2023版跟以前版本在里赔流程上有什么差异？？,连客优养老护理保险2023版与其他版本在理赔流程上有什么差异？,连客优养老护理保险2023版与其他版本在理赔流程上有什么差异？,"{""product_name"": ""连客优养老护理保险"", ""product_line"": ""养老/年金"", ""version_year"": ""2023"", ""field"": ""理赔流程"", ""benefit_type"": ""生存金短期返还(≤5年)""}","[""养老/年金"", ""生存金短期返还(≤5年)"", ""理赔流程""]",连客优养老护理保险,from_filename+limited_pdf
INSQ001998,POLICY_VALIDITY,能不能连客优养老长期护理2023版跟以前版本在如何里赔上有什么差异？ 快速说下,连客优养老护理保险2023版与其他版本在理赔流程上有什么差异？,连客优养老护理保险2023版与其他版本在理赔流程上有什么差异？,"{""product_name"": ""连客优养老护理保险"", ""product_line"": ""养老/年金"", ""version_year"": ""2023"", ""field"": ""理赔流程"", ""benefit_type"": ""生存金短期返还(≤5年)""}","[""养老/年金"", ""生存金短期返还(≤5年)"", ""理赔流程""]",连客优养老护理保险,from_filename+limited_pdf
INSQ002005,POLICY_VALIDITY,能不能鑫享年津2024版跟以前版本在保险金额上有什么差异？,鑫享年金2024版与其他版本在保险金额上有什么差异？,鑫享年金2024版与其他版本在保险金额上有什么差异？,"{""product_name"": ""鑫享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2024"", ""field"": ""保险金额"", ""benefit_type"": ""保费豁免""}","[""养老/年金"", ""保费豁免"", ""保险金额""]",鑫享年金,from_filename+limited_pdf
INSQ002006,POLICY_VALIDITY,请问鑫享年津2024版跟以前版本在保险金额上有什么差异？,鑫享年金2024版与其他版本在保险金额上有什么差异？,鑫享年金2024版与其他版本在保险金额上有什么差异？,"{""product_name"": ""鑫享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2024"", ""field"": ""保险金额"", ""benefit_type"": ""保费豁免""}","[""养老/年金"", ""保费豁免"", ""保险金额""]",鑫享年金,from_filename+limited_pdf
INSQ002007,POLICY_VALIDITY,能不能鑫享年津2024版跟以前版本在保额上有什么差异？,鑫享年金2024版与其他版本在保险金额上有什么差异？,鑫享年金2024版与其他版本在保险金额上有什么差异？,"{""product_name"": ""鑫享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2024"", ""field"": ""保险金额"", ""benefit_type"": ""保费豁免""}","[""养老/年金"", ""保费豁免"", ""保险金额""]",鑫享年金,from_filename+limited_pdf
INSQ002008,POLICY_VALIDITY,我想问问如意终身寿2023版跟以前版本在等待气上有什么差异？？,如意终身寿险2023版与其他版本在等待期上有什么差异？,如意终身寿险2023版与其他版本在等待期上有什么差异？,"{""product_name"": ""如意终身寿险"", ""product_line"": ""终身寿险"", ""version_year"": ""2023"", ""field"": ""等待期"", ""benefit_type"": ""意外保障""}","[""终身寿险"", ""意外保障"", ""等待期""]",如意终身寿险,from_filename+limited_pdf
INSQ002009,POLICY_VALIDITY,我想问问如意终寿2023版跟以前版本在等待期上有什么差异？？ 给业务能懂的说法,如意终身寿险2023版与其他版本在等待期上有什么差异？,如意终身寿险2023版与其他版本在等待期上有什么差异？,"{""product_name"": ""如意终身寿险"", ""product_line"": ""终身寿险"", ""version_year"": ""2023"", ""field"": ""等待期"", ""benefit_type"": ""意外保障""}","[""终身寿险"", ""意外保障"", ""等待期""]",如意终身寿险,from_filename+limited_pdf
INSQ002010,POLICY_VALIDITY,想了解下如意终身寿险2023版跟以前版本在观察期上有什么差异？？ 急用,如意终身寿险2023版与其他版本在等待期上有什么差异？,如意终身寿险2023版与其他版本在等待期上有什么差异？,"{""product_name"": ""如意终身寿险"", ""product_line"": ""终身寿险"", ""version_year"": ""2023"", ""field"": ""等待期"", ""benefit_type"": ""意外保障""}","[""终身寿险"", ""意外保障"", ""等待期""]",如意终身寿险,from_filename+limited_pdf
INSQ002011,POLICY_VALIDITY,有没有臻享年金版跟以前版本在投宝年龄上有什么差异？,臻享年金版与其他版本在投保年龄上有什么差异？,臻享年金版与其他版本在投保年龄上有什么差异？,"{""product_name"": ""臻享年金"", ""product_line"": ""养老/年金"", ""version_year"": """", ""field"": ""投保年龄"", ""benefit_type"": ""CCRC资格权益""}","[""养老/年金"", ""CCRC资格权益"", ""投保年龄""]",臻享年金,from_filename+limited_pdf
INSQ002012,POLICY_VALIDITY,我想问问臻享年津版跟以前版本在投保年龄上有什么差异？,臻享年金版与其他版本在投保年龄上有什么差异？,臻享年金版与其他版本在投保年龄上有什么差异？,"{""product_name"": ""臻享年金"", ""product_line"": ""养老/年金"", ""version_year"": """", ""field"": ""投保年龄"", ""benefit_type"": ""CCRC资格权益""}","[""养老/年金"", ""CCRC资格权益"", ""投保年龄""]",臻享年金,from_filename+limited_pdf
INSQ002013,POLICY_VALIDITY,麻烦帮我查查臻享年津版跟以前版本在投保年龄上有什么差异？？,臻享年金版与其他版本在投保年龄上有什么差异？,臻享年金版与其他版本在投保年龄上有什么差异？,"{""product_name"": ""臻享年金"", ""product_line"": ""养老/年金"", ""version_year"": """", ""field"": ""投保年龄"", ""benefit_type"": ""CCRC资格权益""}","[""养老/年金"", ""CCRC资格权益"", ""投保年龄""]",臻享年金,from_filename+limited_pdf
INSQ002017,POLICY_VALIDITY,看看利安安鑫慧享寿险分红型版跟以前版本在投保年龄上有什么差异？？ 要简单点,利安安鑫慧享终身寿险分红型版与其他版本在投保年龄上有什么差异？,利安安鑫慧享终身寿险分红型版与其他版本在投保年龄上有什么差异？,"{""product_name"": ""利安安鑫慧享终身寿险分红型"", ""product_line"": ""终身寿险"", ""version_year"": """", ""field"": ""投保年龄"", ""benefit_type"": ""护理权益""}","[""终身寿险"", ""护理权益"", ""投保年龄""]",利安安鑫慧享终身寿险分红型,from_filename+limited_pdf
INSQ002018,POLICY_VALIDITY,我想问问利安安鑫慧享寿险分红型版跟以前版本在投保年龄上有什么差异？？ 谢谢,利安安鑫慧享终身寿险分红型版与其他版本在投保年龄上有什么差异？,利安安鑫慧享终身寿险分红型版与其他版本在投保年龄上有什么差异？,"{""product_name"": ""利安安鑫慧享终身寿险分红型"", ""product_line"": ""终身寿险"", ""version_year"": """", ""field"": ""投保年龄"", ""benefit_type"": ""护理权益""}","[""终身寿险"", ""护理权益"", ""投保年龄""]",利安安鑫慧享终身寿险分红型,from_filename+limited_pdf
INSQ002019,POLICY_VALIDITY,能不能利安安鑫慧享终寿分红型版跟以前版本在投保年龄上有什么差异？,利安安鑫慧享终身寿险分红型版与其他版本在投保年龄上有什么差异？,利安安鑫慧享终身寿险分红型版与其他版本在投保年龄上有什么差异？,"{""product_name"": ""利安安鑫慧享终身寿险分红型"", ""product_line"": ""终身寿险"", ""version_year"": """", ""field"": ""投保年龄"", ""benefit_type"": ""护理权益""}","[""终身寿险"", ""护理权益"", ""投保年龄""]",利安安鑫慧享终身寿险分红型,from_filename+limited_pdf
INSQ002020,POLICY_VALIDITY,康宁重疾2024版跟以前版本在冷静期上有什么差异？,康宁重疾2024版与其他版本在犹豫期上有什么差异？,康宁重疾2024版与其他版本在犹豫期上有什么差异？,"{""product_name"": ""康宁重疾"", ""product_line"": ""重疾保险"", ""version_year"": ""2024"", ""field"": ""犹豫期"", ""benefit_type"": ""护理权益""}","[""重疾保险"", ""护理权益"", ""犹豫期""]",康宁重疾,from_filename+limited_pdf
INSQ002021,POLICY_VALIDITY,想了解下康宁重疾2024版跟以前版本在犹豫期上有什么差异？？ 急用,康宁重疾2024版与其他版本在犹豫期上有什么差异？,康宁重疾2024版与其他版本在犹豫期上有什么差异？,"{""product_name"": ""康宁重疾"", ""product_line"": ""重疾保险"", ""version_year"": ""2024"", ""field"": ""犹豫期"", ""benefit_type"": ""护理权益""}","[""重疾保险"", ""护理权益"", ""犹豫期""]",康宁重疾,from_filename+limited_pdf
